0	1
Ða þæra sacerda ealdras & þa boceras ðis gehyrdon hi þohton hu hi hine forspildon þeh hi him adredon hine forðam eall seo menigu wundrode be his lare	þa se sacerd ealdor & se bocere þes gehyran hi þencan hu hi he forspillan þeah hi hi adrædan he forðam eal se menigu wundrian be his lar
And þa hit æfen wæs he eode of þære ceastre	and þa hit æfen wesan he gan of se ceaster
On merigen þa hi ferdon hi gesawon þæt fictreow forscruncen of þam wyrtruman	on merigen þa hi feran hi geseon se fictreow forscrincan of se wyrttruma
Þa cwæð Petrus	þa cweþan Petrus
Lareow loca hu forscranc þæt fictreow þe ðu wyrigdest	lareow locian hu forscrincan se fictreow þe þu wirgan
Ða cwæð se hælend him andswarigende	þa cweþan se hælend hi andswarian
habbað Godes truwan	habban God truwa
Ic secge eow to soðe	ic secgan ge to soþ
swa hwylc swa cwyþ to ðisum munte si þu afyrred & on sæ aworpen & on his heortan ne twynað ac gelyfð swa hwæt swa he cwyð gewurðe þis þæt gewyrð	swa hwilc swa cweþan to þes munt wesan þu afyrran & on sæ aweorpan & on his heorte ne tweonian ac gelyfan swa hwæt swa he cweþan geweorþan þes se geweorþan
Forþam ic eow secge	forðam ic ge secgan
swa hwæt swa ge gyrnende biddað gelyfað þæt ge hit onfoð	swa hwæt swa ge gyrnan biddan gelyfan þæt ge hit onfon
& hit eow becymð	& hit ge becuman
And þonne ge standað eow to gebiddenne forgifaþ gif ge hwæt agen ænigne habbað þæt eow eower synna forgyfe eower heofonlica fæder se ðe on heofonum ys	and þonne ge standan ge to gebiddan forgifan gif ge hwæt agen ænig habban þæt ge eower syn forgifan eower heofonlic fæder se þe on heofon wesan
Gif ge ne forgyfað ne eow eower synna ne forgyfð eower heofonlica fæder	gif ge ne forgifan ne ge eower syn ne forgifan eower heofonlic fæder
Ða com he eft to Hierusalem	þa cuman he eft to Hierusalem
& þa he on þam temple eode him to genealæhton þa heahsacerdos & boceras & ealdras & þus cwædon	& þa he on se templ gan he to genealæcan se heahsacerd & bocere & ealdor & þus cweþan
on hwylcum anwealde dest þu ðas þing	on hwilc anweald don þu þes þing
& hwa sealde þe ðisne anweald þæt þu ðis do	& hwa sellan þu þes anweald þæt þu þes don
Þa cwæð se hælend	þa cweþan se hælend
& ic ahsige eow anre spræce	& ic ascian ge an spræc
Andswariað me	andswarian ic
& ic secge eow þonne on hwylcum anwealde ic þis do	& ic secgan ge þonne on hwilc anweald ic þes don
Hweðer wæs Iohannes fulluht þe of heofone þe of mannum	hwæðer wesan Iohannes fulluht þe of heofon þe of mann
Andswariað me	andswarian ic
Ða þohton hi & cwædon betweox him	þa þencan hi & cweþan betweoh hi
gif we secgað of heofone he segð us	gif we secgan of heofon he secgan we
hwi ne gelyfde ge him	hwi ne gelifan ge he
Gif we secgað of mannum we ondrædaþ þis folc	gif we secgan of mann we ondrædan þes folc
Ealle hi hæfdon Iohannem þæt he wære soðlice witega	eal hi habban Iohannes þæt he wesan soþlice witega
Þa andswaredon hi þam hælende & cwædon	þa andswarian hi se hælend & cweþan
we n yton	we ne witan
ða cwæð se hælend	þa cweþan se hælend
ne ic eow ne secge on hwylcum anwealde ic þas þing do	ne ic ge ne secgan on hwilc anweald ic þes þing don
Ða ongan he him bigspell reccan	þa onginnan he hi bigspell reccan
Sum mann him plantode wingeard & betynde hine & dealf anne seað & getimbrode ænne stypel & gesette hine mid eorðtilium & ferde on elþeodignysse	sum mann he plantian wingeard & betynan he & delfan an seaþ & getimbran an stipel & gesettan he mid eorþtilia & feran on elþeodignis
Þa sende he to þam tiligum his þeow on tide þæt he þæs wingeardes wæstm onfenge	þa sendan he to se tilia his þeow on tid þæt he se wingeard wæstm onfon
Ða swungon hi þæne & forleton hine idelhende	þa swingan hi se & forlætan he idelhende
And eft he him sende oðerne þeow	and eft he hi sendan oðer þeow
& hi þone on heafde gewundodon & mid teonum geswencton	& hi se on heafod gewundian & mid teon geswencan
And eft he him sumne sende	and eft he hi sum sendan
& hi þæne ofslogon & manega oþre	& hi se ofslean & manig oðer
Sume hi beoton	sum hi beatan
sume hi ofslogon	sum hi ofslean
Þa hæfde he þa gyt ænne leofostne sunu	þa habban he þa git an leofost sunu
þa sende he æt.nehstan him þæne & cwæð	þa sendan he æt-nyhstan hi se & cweþan
witodlice minne sunu hig forwandiað	witodlice min sunu hi forwandian
Ða cwædon þa tilian him betweonan	þa cweþan se tilia hi betweonan
her is se yrfenuma	her wesan se earfednume
Uton ofslean hine	witon ofslean he
þonne bið ure seo yrfeweardnes	þonne beon ure se irfeweardness
Hi þa ofslogon hine & wurpon wiðutan þone wingeard	hi þa ofslean he & weorpan wiþutan se wingeard
Hwæt deð þæs wingeardes hlaford	hwæt don se wingeard hlaford
He cymð & fordeð þa tiligean & sylð oþron þone wingeard	he cuman & fordon se tilia & sellan oðer se wingeard
Ne rædde ge þis gewrit	ne rædan ge þes gewrit
Se stan þe þa wyrhtan awurpon þes ys geworden on þære hyrnan heafod	se stan þe se wyrhta awyrpan þes wesan geweorþan on se hyrne heafod
Þis ys fram Drihtne geworden	þes wesan fram Dryhten geweorþan
& hit is wundorlic on uron eagum	& hit wesan wundorlic on ure eage
Þa smeadon hi þæt hi gefengon hine	þa smeagan hi þæt hi gefon he
& hi ondredon þa menigu	& hi ondrædan se menigu
Hi oncneowon þa þæt he þis bigspell to him sæde	hi oncnawan þa þæt he þes bigspell to hi secgan
Hi ferdon þa & hine forleton	hi feran þa & he forlætan
Þa sendon hi to him sume of Phariseum & Herodianum þæt hi befengon hine on his worde	þa sendan hi to he sum of Pharisei & Herodiani þæt hi befon he on his word
Ða comon hi & þus mid facne cwædon	þa cuman hi & þus mid facen cweþan
lareow we witon þæt þu eart soðfæst	lareow we witan þæt þu wesan soþfæst
& þu ne recst be ænegum menn	& þu ne recan be ænig mann
ne besceawast þu manna ansyne	ne besceawian þu mann ansyn
ac þu Godes weg lærst on soðfæstnysse	ac þu God weg læran on soþfæstness
Alyfð gaful to syllanne þam Casere	alyfan gafol to sellan se Casere
Hwæðer þe we ne syllað	hwæðer þe we ne sellan
þa cwæð he & heora lotwrencceaste wiste	þa cweþan he & hira lotwrencceast witan
hwi fandi ge min	hwy fandian ge ic
Bringað me þone pening þæt ic hine geseo	bringan ic se pening þæt ic he geseon
Þa brohton hi him	þa bringan hi he
þa sæde he him	þa secgan he hi
hwæs is þeos anlicnys & þis gewrit	hwæt wesan se anlicnes & þes gewrit
Hi cwædon	hi cweþan
ðæs Caseres	se Casere
Ða cwæð se hælend to him	þa cweþan se hælend to hi
agyfað þam Casere þa ðing þe þæs Caseres synd & Gode þa ðe Godes synd	agyfan se Casere se þing þe se Casere wesan & God se þe God wesan
þa wundrodon hi be þam	þa wundrian hi be se
Þa comon him to Sadcei þa secgað þæt ærist ne sy & hine ahsodon & þus cwædon	þa cuman he to Sadducaei se secgan þæt ærist ne wesan & he ascian & þus cweþan
Lareow Moyses us wrat gif hwæs broðor dead bið & læfð his wif & n æfð nan bearn þæt his broðor nime his wif & his broðor sæd wecce	lareow Moyses us writan gif hwa broðor dead beon & læfan his wif & ne habban nan bearn þæt his broðor niman his wif & his broðor sæd weccan
Eornostlice seofon gebroþru wæron	eornostlice seofon gebroðor wesan
& se æresta nam wif & wearð dead na læfedum sæde	& se ærest niman wif & weorþan dead na læfan sæd
And þa nam se oðer hi & wearð dead	and þa niman se oðer heo & weorþan dead
ne se sæd ne læfde	ne se sæd ne læfan
Gelice se þridda	gelice se þridda
& ealle seofon hi hæfdon & sæd ne læfdon	& eal seofon heo habban & sæd ne læfan
Ealra æftemest þa forðferde þæt wif	eal æfter þa forþferan se wif
On þam æriste hwylces þara seofona bið þæt wif	on se ærist hwilc se seofon beon se wif
Hi ealle hi hæfdon	hi eal heo habban
Þa andswarode him se hælend	þa andswarian hi se hælend
hu ne dweligað ge forþam þe ge n yton þa halgan gewritu ne Godes mægen	hu ne dwelian ge forðam þe ge ne witan se halig gewrit ne God mægen
Soðlice þonne hi of deaðe arisaþ ne wifiaþ hi ne ne gyftigeað	soþlice þonne hi of deaþ arisan ne wifian hi ne ne giftian
ac hi synt swylce Godes englas on heofonum	ac hi wesan swilce God engel on heofon
Be þam deadum þæt hi arison ne rædde ge on Moyses bec hu God to him cwæþ ofer þone gorstbeam	be se dead þæt hi arisan ne rædan ge on Moyses boc hu God to he cweþan ofer se gorstbeam
ic eom Abrahames God & Isaaces God & Iacobes God	ic wesan Abraham God & Isaac God & Iacob God
N is God deadra	ne wesan God dead
ac he hys lybbendra	ac he wesan libban
Soðlice swyþe ge dweligeað	soþlice swiðe ge dwelian
Ða genealæhte him an of þam bocerum þe he gehyrde hi smeagende & geseah þæt he him wel andswarode & ahsode hine hwæt wære ealra beboda mæst	þa genealæcan he an of se bocere þe he gehyran hi smeagan & geseon þæt he hi wel andswarian & ascian he hwæt wesan eal bebod micel
Þa andswarode he him	þa andswarian he he
þæt is þæt mæste bebod ealra	se wesan se micel bebod eal
Israhel gehyr	Israhel gehyran
urne Drihten God he is	ure Dryhten God he wesan
And lufa þinne Drihten God of ealre þinre heortan & of ealre þinre sawle eallum þinum mode & of eallum þinum mægene	and lufian þin Dryhten God of eal þin heorte & of eal þin sawel eal þin mod & of eal þin mægen
þæt is þæt fyrmeste bebod	se wesan se fyrmest bebod
Soðlice is oðer þissum gelic	soþlice wesan oðer þes gelic
lufa þinne nehstan swa þe sylfne	lufian þin nihsta swa þu self
N ys oðer mare bebod	ne wesan oðer micel bebod
Ða cwæþ se bocere	þa cweþan se bocere
Lareow well þu on soþe cwæde þæt an God is & n is oðer butan him	lareow wel þu on soþ cweþan þæt an God wesan & ne wesan oðer butan he
& ðæt he si gelufod of ealre heortan & of eallum andgyte & of ealre sawle & of ealre strengðe & lufigean his nehstan swa hine sylfne þæt is mare eallum onsægdnyssum & offrungum	& ðæt he wesan gelufod of eal heorte & of eal andgit & of eal sawel & of eal strengðu & lufian his nihsta swa he self se wesan micel eal onsægedness & offrung
Ða se hælend geseah þæt he him wislice andwyrde he sæde him	þa se hælend geseon þæt he he wislice andwerdan he secgan he
ne art þu feorr fram Godes rice	ne wesan þu feor fram God rice
& hine ne dorste nan mann ahsian	& he ne durran nan mann ahsian
Ða cwæþ se hælend on þam temple lærende	þa cweþan se hælend on se templ læran
hu secgað þa boceras þæt Crist sy Dauides sunu	hu secgan se bocere þæt Crist wesan Dauid sunu
Dauid sylf cwæþ to þam halgan gaste	Dauid self cweþan to se halga gast
Drihten cwæþ to minum Drihtne	Dryhten cweþan to min Dryhten
site on mine swyðran healfe oð ic þine fynd asette to fotsceamole þinra fota	sittan on min swiþ healf oþ ic þin feond asettan to fotsceamel þin fot
Dauid sylf nemde hine Drihten	Dauid self nemnan he Dryhten
& hwanon is he his sunu	& hwanan wesan he his sunu
And mycel menegu hine luflice gehyrde	and micel menigu he luflice gehyran
Þa sæde he him on his lare	þa secgan he hi on his lar
warniað fram bocerum þa wyllað on gegyrlum gan & beon on strætum grete & on fyrmestum lareowsetlum sittan on gesamnungum & þa fyrmestan setl on gebeorscipum	warenian fram bocere se willan on gegerela gan & beon on stræt gretan & on fyrmest lareowsetl sittan on gesamnung & se fyrmest setl on gebeorscipe
Þa ðe wudewena hus forswelgað mid heora langsuman gebede þa onfoð lengestne dom	se þe widuwe hus forswelgan mid hira langsum gebed se onfon lang dom
Ða sæt se hælend ongen þone tollsceamol & geseah hu þæt folc hyra feoh torfude on þone tollsceamul	þa sittan se hælend ongeagn se tollsceamol & geseon hu se folc hira feoh torfian on se tollsceamol
& manega welige torfudon fela	& manig welig torfian fela
Þa com an earm wuduwe and wearp twegen feorðlingas	þa cuman an earm widuwe and weorpan twegen feorþling
Ða clypode he his leorningcnihtas & sæde him	þa clypian he his leornungcniht & secgan hi
soþlice ic eow secge þæt þeos earme wuduwe eallinga mæst sealde þara þe on tollsceamul sealdon	soþlice ic ge secgan þæt þes earm widuwe eallinga micel sellan se þe on tollsceamol sellan
Ealle sendon of þam þe hi genoh hæfdon	eal sendan of se þe hi genoh habban
Soðlice þeos of hyre yrmþe eall þæt heo hæfde sealde ealle hyre andlyfene	soþlice þes of hire irmþ eal se heo habban sellan eal hire andleofen
Ða he of þam temple eode þa cwæð an of his leorningcnihtum to him	þa he of se templ gan þa cweþan an of his leornungcniht to he
Lareow loca hwylce stanas her synt & hwylce getimbrunga þisses temples	lareow locian hwilc stan her wesan & hwilc getimbrung þes templ
Þa cwæð se hælend	þa cweþan se hælend
ne geseo ge ealle þas mycelan getimbrunga	ne geseon ge eal þes micel getimbrung
Ne bið her læfed stan ofer stan þe ne beo toworpen	ne beon her læfan stan ofer stan þe ne beon toweorpan
Þa hi sæton on Oliuetes Dune ongen þæt tempel synderlice hine Petrus & Iacobus & Iohannes & Andreas ahsodon	þa hi sittan on Oliuete dun ongeagn se templ synderlice he Petrus & Iacob & Iohannes & Andreas ascian
Sege us hwænne þas þing gewurdon & hwylc tacen bið þænne ealle þas ðing onginnað beon geendud	secgan we hwanne þes þing geweorþan & hwylc tacn beon þonne eal þes þing onginnan beon geendian
Þa ongan se hælend him andswarigende to cweðan	þa onginnan se hælend hi andswarian to cweþan
warniað þæt eow nan mann ne beswice	warenian þæt ge nan mann ne beswican
Soþlice manega cumað on minum naman & cweþað ic eom Crist & beswicað manega	soþlice manig cuman on min nama & cweþan ic wesan Crist & beswican manig
& þonne ge gehyrað gefeohtu & gefeohta hlisan ne ondræde ge eow	& þonne ge gehyran gefeoht & gefeoht hlisa ne ondrædan ge ge
Hit gebyrað þæt hit gebelimpe	hit gebyrian þæt hit gebelimpan
ac þonne gyt n is ende	ac þonne git ne wesan ende
Soðlice þeod arist agen þeode & rice ongen rice	soþlice þeod arisan ongeagn þeod & rice ongeagn rice
& beoð eorþan styrunga geond stowa & hungor	& beon eorþ styrung geond stow & hungor
þis synd sara angin	þes wesan sar angin
Warniað eow sylfe	warenian ge self
Hi syllað eow on geþeahte & swingað on gesamnungum	hi sellan ge on geþeaht & swingan on gesamnung
& ge standað beforan demum & cyningum for minum naman him on gewitnesse	& ge standan beforan dema & cyning for min nama hi on gewitnes
& on ealle þeoda ærest gebyrað beon þæt godspel gebodud	& on eal þeod ær gebyrian beon se godspell gebodian
& þonne hi syllende eow læþað ne foresmeage ge hwæt ge specan ac specað þæt eow on þære tide geseald bið	& þonne hi sellan ge lædan ne foresmeagan ge hwæt ge sprecan ac sprecan se ge on se tid gesellan beon
Ne synd ge na specende ac se Halga Gast	ne wesan ge na sprecan ac se halig gast
Soðlice se broðor þone broþor to deaðe sylð & se fæder his sunu	soþlice se broðor se broðor to deaþ sellan & se fæder his sunu
& þa bearn arisað agen hyra magas & mid deaðe hi gewæceað	& se bearn arisan ongeagn hira maga & mid deaþ hi gewæcan
& ge beoð eallum on hatunge for minum naman	& ge beon eal on hatung for min nama
Soðlice se bið hal se þe oð ende þurhwunað	soþlice se beon hal se þe oþ ende þurhwunian
Ðonne ge geseoð þære toworpednysse asceonunge standan þar heo ne sceal þonne ongyte se þe ræt fleon þonne on muntas þa ðe synt on Iudea	þonne ge geseon se toworpenness ascunung standan þær heo ne sculan þonne ongitan se þe rædan fleon þonne on munt se þe wesan on Iudea
& se ðe is ofer þecene ne stige he on his hus	& se þe wesan ofer þecen ne stigan he on his hus
ne he in ne ga þæt he aht on his huse nime	ne he in ne gan þæt he aht on his hus niman
& se ðe bið on æcere ne cyrre he ongean þæt he his reaf nime	& se þe beon on æcer ne cyrran he ongeagn þæt he his reaf niman
Wa cennedum on þam dagum	wa cennan on se dæg
Biddað þæt ðis on wintra ne gewurðe	biddan þæt þes on winter ne geweorþan
Soþlice on þam dagum beoð swylce gedrefednessa swylce ne gewurdon of frymmðe þære gesceafte þe God gesceop oð nu ne na ne gewurþað	soþlice on se dæg beon swilce gedrefednes swilce ne geweorþan of frymþ se gesceaft þe God gesceppan oþ nu ne na ne geweorþan
And gif Drihten þas dagas ne gescyrte nan flæsc ne wurde hal	and gif Dryhten þes dæg ne gescyrtan nan flæsc ne weorþan hal
ac for þam gecorenum þe he geceas he gescyrte þa dagas	ac for se gecorenum þe he geceosan he gescyrtan se dæg
And gif eow hwylc segð witodlice her is Crist witodlice þær he is ne gelyfe ge	and gif ge hwilc secgan witodlice her wesan Crist witodlice þær he wesan ne gelyfan ge
Soðlice lease cristas & lease witegan arisað & wyrcað forebeacnu to beswicanne eac gif hit beon mæg þa gecorenan	soþlice leas crist & leas witega arisan & wyrcan forebeacen to beswican eac gif hit beon magan se geceosan
Warniað eow nu ealle þing þe ic eow foresæde	warenian ge nu eal þing þe ic ge foresecgan
Ac on þam dagum æfter þære geswencednysse bið sunne aþeostrod	ac on se dæg æfter se geswencednes beon sunne aþeostrian
& se mona his beorhtnesse ne sylð	& se mona his beorhtnes ne sellan
& heofones steorran beoð feallende	& heofon steorra beon feallan
& beoð astyrode þa megenu þe on heofonum synt	& beon astyrian se mægen þe on heofon wesan
Ðonne geseoð hi mannes sunu cumendne on genipum mid mycelum mægene & wuldre	þonne geseon hi mann sunu cuman on genip mid micel mægen & wuldor
Þonne sent he his englas	þonne sendan he his engel
& hi gaderiað his gecorenan of feower windum of eorþan heanesse oþ heofones heahnesse	& hi gaderian his geceosan of feower wind of eorþ heahnes oþ heofon heahnes
Leorniað an bigspell be þam fictreowe	leornian an bigspell be se fictreow
þonne his twi bið mearu & leaf beoð acennede ge witon þæt sumor is gehende	þonne his twig beon mearu & leaf beon acennan ge witan þæt sumer wesan gehende
& wite ge þonne ge þas ðing geseoð þæt he is dura gehende	& witan ge þonne ge þes þing geseon þæt he wesan duru gehende
Soðlice ic eow secge þæt þeos cneores ne gewit ær þam ealle þas ðing gewurðon	soþlice ic ge secgan þæt se cneores ne gewitan ær þæm eal þes þing geweorþan
Heofon & eorðe gewitað	heofon & eorþ gewitan
witodlice mine word ne gewitað	witodlice min word ne gewitan
Be þam dæge & þære tide nan mann n at ne englas on heofone ne mannes sunu buton fæder ana	be se dæg & se tid nan mann ne witan ne engel on heofon ne mann sunu butan fæder ana
Warniað & waciað & gebiddaþ eow	warenian & wacian & gebiddan ge
ge n yton hwænne seo tid ys	ge ne witan hwanne se tid wesan
Swa se man ælþeodilice ferde forlet his hus & sealde his þeowum þæne anwald gehwylces weorces & beode þam durewearde þæt he wacige	swa se mann ælþeodiglice feran forlætan his hus & sellan his þeow se anweald gehwilc weorc & beodan se duruweard þæt he wacian
Eornostlice wacigeað	eornostlice wacian
ge n yton hwænne þæs huses hlaford cymð þe on æfen þe on midre nihte þe on hancrede þe on mergen	ge ne witan hwanne se hus hlaford cuman þe on æfen þe on midd niht þe on hancred þe on merigen
Þe læs he eow slapende gemete þonne he færinga cymð	þe læs he ge slæpan gemetan þonne he færinga cuman
Soðlice þæt ic eow secge	soþlice se ic ge secgan
eallum ic hit secge	eal ic hit secgan
waciað	wacian
Soþlice þa æfter twam dagum wæron Eastron	soþlice þa æfter twegen dæg wesan easter
& þa sohton þa heahsacerdas & þa boceras hu hi hine mid facne namon & ofslogon	& þa secan se heahsacerd & se bocere hu hi he mid facen niman & ofslean
Ða cwædon hi	þa cweþan hi
n æs na on freolsdæge þe læs þæs folces gehlyd wurde	næs wesan na on freolsdæg þe læs se folc gehlyd weorþan
And þa se hælend wæs on Bethania on Simones huse anes hreoflan & þar sæt þa com an wif & hæfde hyre sealfbox deorwyrþes nardes & tobrocenum sealfboxe ofer his heafod aget	and þa se hælend wesan on Bethania on Simone hus an hreofla & þær sittan þa cuman an wif & habban hire sealfbox deorwyrþe nard & tobrecan sealfbox ofer his heafod agitan
Sume hit unwurðlice forbæron & betwux him sylfum cwædon	sum hit unweorþlice forberan & betweoh hi self cweþan
for hwi wæs þisse sealfe forspillednes geworden	for hwy wesan þes sealf forspillednes geweorþan
Þeos sealf mihte beon geseald to þrim hund penegum & beon þearfum geseald	þes sealf magan beon gesellan to þri hund pening & beon þearfa gesellan
& yrsydon agen hi	& irsian ongeagn heo
Ða cwæð se hælend	þa cweþan se hælend
lætað hi	lætan heo
Hwi synt ge hire grame	hwy wesan ge heo gram
God weorc heo on me worhte	god weorc heo on ic wyrcan
Soðlice symble ge habbað þearfan mid eow	soþlice simble ge habban þearfa mid ge
& þonne ge wyllað ge magon him teala don	& þonne ge willan ge magan hi tela don
Me ge symble n abbað	ic ge simble ne habban
Þeos sealde þæt heo hæfde	þes sellan se heo habban
Heo com to smyrianne minne lichaman on byrgene	heo cuman to smirwan min lichama on byrgen
Soðlice ic eow secge	soþlice ic ge secgan
swa hwar swa þis godspell gebodad bið on eallum middanearde bið gebodod þæt heo þis on his gemynde dyde	swa hwær swa þes godspell gebodian beon on eal middaneard beon gebodian þæt heo þes on his gemynd don
Ða Iudas Scarioth þæt is wiþersaca an of þam twelfum ferde to þam heahsacerdum þæt he hine belæwde	þa Iudas Scarioth se wesan wiþersaca an of se twelf feran to se heahsacherd þæt he he belæwan
Þa hi þis gehyrdon hi fahnodon & beheton him feoh to syllanne	þa hi þes gehyran hi fægenian & behatan he feoh to sellan
& he smeade hu he hine digellice sealde	& he smeagan hu he he digellice sellan
And þam forman dæge azimorum þa hi Eastron offrodon his leorningcnihtas him sædon	and se forma dæg azimorum þa hi easter offrian his leornungcniht he secgan
hwyder wylt þu þæt we faron & gegearwian þe þæt ðu Eastron ete	hwider willan þu þæt we faran & gegearwian þu þæt þu easter etan
Ða sende he twegen of his leorningcnihtum & sæde him	þa sendan he twegen of his leornungcniht & secgan hi
gað on þa ceastre	gan on se ceaster
& inc agen yrnð sum man berende sume wæterflaxan	& git ongeagn irnan sum mann beran sum wæterflasce
Folgiað him	folgian he
& swa hwyder swa he inngæð secgað þæs huses hlaforde	& swa hwider swa he ingan secgan se hus hlaford
vre Lareow segð	ure lareow secgan
hwar is min gysthus & min gereord	hwær wesan min gæsthus & min gereord
hwar ete ic Eastron mid minum leorningcnihtum	hwær etan ic easter mid min leornungcniht
And he inc geswutelað mycele healle gedæfte	and he git geswutelian micel heall gedæftan
& gegeearwiað us þara	& gegeearwian we þær
Þa ferdon his leorningcnihtas & comon on þa ceastre & fundon hit eall swa he sæde & gegearwodon þa Eastron	þa feran his leornungcniht & cuman on se ceaster & findan hit eal swa he secgan & gegearwian þa easter
Soðlice þa æfen com him twelfum mid him Sittendum & etendum sæde se hælend	soþlice þa æfen cuman hi twelf mid he sittan & etan secgan se hælend
soðlice ic eow secge þæt eower an þe mid me yt gesylð me	soþlice ic ge secgan þæt ge an þe mid ic etan gesyllan ic
Ða ongunnon hi beon dreorige & betwux him cweðan	þa onginnan hi beon dreorig & betweoh hi cweþan
cwyst þu	cweþan þu
eom ic hit	wesan ic hit
Þa sæde he him	þa secgan he hi
an of eow twelfum me sylð se ðe his hand on disce mid me dypð	an of eow twelf ic sellan se þe his hand on disc mid ic dyppan
And witodlice mannes sunu gæð swa be him awriten is	and witodlice mann sunu gan swa be he awritan wesan
Wa þam menn þurh þone þe mannes sunu geseald bið	wa se mann þurh se þe mann sunu gesellan beon
betere him wære þæt se mann acenned n ære	god he wesan þæt se mann acennan ne wesan
Him þa etendum afeng se hælend hlaf & hine bletsiende bræc & sealde him & þus cwæð	hi þa etan afon se hælend hlaf & he bletsian brecan & sellan hi & þus cweþan
nimað	niman
ðis ys min lichama	þes wesan min lichama
& onfeng calice & Gode þancas dyde & sealde him	& onfon calic & God þanc don & sellan hi
& ealle him of druncon	& eal he of drincan
Þa sæde he him	þa secgan he hi
ðis ys min blod þære niwan cyðnesse þæt bið for manegum agoten	þes wesan min blod se niwe cyðnes se beon for manig ageotan
Soðlice ic eow secge þæt ic heonon forð ne drince of þyses wingeardes cynne oð þone dæg þonne ic hine niwne drince on Godes rice	soþlice ic ge secgan þæt ic heonan forþ ne drincan of þes wingeard cynn oþ se dæg þonne ic he niwe drincan on God rice
And gecwedenum lofe hi ferdon on elebergena Munt	and gecweþan lof hi feran on eleberge munt
Ða cwæð se hælend	þa cweþan se hælend
ealle ge beoð geuntreowsode on þisse nihte	eal ge beon geuntreowsian on þes niht
forþam þe hit awriten is	forðam þe hit awritan wesan
ic slea þæne hyrde	ic slean se hirde
& beon þa scep todræfede	& beon se sceop todræfan
Ac æfter þam þe ic arise ic cume beforan eow on Galileam	ac æfter se þe ic arisan ic cuman beforan ge on Galilea
Þa sæde Petrus him	þa secgan Petrus hi
þeah ðe ealle swicion ne swicige ic þe na	þeah þe eal swician ne swician ic þu na
Ða cwæð se hælend	þa cweþan se hælend
soþlice ic þe secge þæt ðu on þisse nihte ær hana tuwa crawe þriwa wiðsæcst min	soþlice ic þu secgan þæt þu on þes niht ær hana twiwa crawan þriwa wiþsecgan ic
& he þæs ðe mare spræc	& he se þe micel sprecan
& þeah me gebyrige mid þe to sweltene ne ætsace ic þin	& þeah ic gebyrian mid þu to sweltan ne ætsacan ic þu
& swa hi cwædon ealle	& swa hi cweþan eal
Þa comon hi to anum tune þæs nama wæs Gezemani	þa cuman hi to an tune se nama wesan Gezemani
& he cwæð to his leorningcnihton	& he cweþan to his leorningcniht
sittað her oð þæt ic me gebidde	sittan her oþ þæt ic ic gebiddan
And he nam þa mid him Petrum & Iacobum & Iohannem	and he niman þa mid he Petrus & Iacob & Iohannes
þa ongan he forhtian & sargian & sæde him	þa onginnan he forhtian & sargian & secgan he
unrot is min sawl oð deað	unrot wesan min sawel oþ deaþ
Gebidað her & waciað	gebidan her & wacian
Ða he lythwon forðstop he astrehte hine ofer þa eorðan	þa he lythwon forþstæppan he astreccan he ofer se eorþ
& he bæd gif hit beon mihte þæt he on þære tide fram him gewite	& he biddan gif hit beon magan þæt he on se tid fram he gewitan
And þa cwæð he	and þa cweþan he
Abba þæt is fæder on ure geþeode ealle þing þe synt mihtiglice	Abba se wesan fæder on ure geþeode eal þing þu wesan meahtelic
Afyrr þysne calic fram me	afyrran þes calic fram ic
ac na þæt ic wylle ac þæt þu	ac na se ic willan ac se þu
Þa com he & funde hi slæpende & cwæð to Petre	þa cuman he & findan hi slæpan & cweþan to Petrus
Simon slæpst þu	Simon slæpan þu
Ne mihtest ðu ane tide wacian	ne magan þu an tid wacian
Waciað & gebiddað þæt ge on costnunge ne gan	wacian & gebiddan þæt ge on costnung ne gan
Witodlice se gast is gearu	witodlice se gast wesan gearu
ac þæt flæsc is untrum	ac se flæsc wesan untrum
And eft he gebæd þa ylcan spræce	and eft he gebiddan se ilca spræc
& þa he hine eft agen bewende he funde hi slæpende	& þa he he eft ongeagn bewende he findan hi slæpan
Hyra eagan wæron gehefegode	hira eage wesan gehefigian
& hi n yston hwæt hi him andswaredon	& hi ne witan hwæt#2 hi he andswarian
Ða com he þriddan siðe & sæde him	þa cuman he þridda siþ & secgan hi
slapað nu & restað	slæpan nu & restan
Genoh hit ys	genoh hit wesan
Tima ys cumen	tima wesan cuman
nu is mannes sunu geseald on synfulra handa	nu wesan mann sunu gesellan on synfull hand
Arisaþ	arisan
uton gan	witon gan
Nu is gehende se ðe me sylð	nu wesan gehende se þe ic sellan
Him þa ða gyt sprecendum com Iudas Scarioth þæt ys wiþersaca an of þam twelfum & mid him mycel menegeo mid swurdum & mid sahlum fram heahsacerdum bocerum & ealdrum	he þa þa git sprecan cuman Iudas Scarioth se wesan wiþersaca an of se twelf & mid he micel menigu mid sweord & mid sagol fram heahsacherd bocere & ealdor
Soðlice his læwa him tacen sealde & þus cwæð	soþlice his læwa hi tacn sellan & þus cweþan
swa hwylcne swa ic cysse he hit is	swa hwilc swa ic cyssan he hit wesan
Nimað & lædað hine wærlice	niman & lædan he wærlice
& sona swa he com he genealæhte him to & cwæð Lareow & cyste hine	& sona swa he cuman he genealæcan he to & cweþan lareow & cyssan he
& hi hyra handa on hine wurpon & namon hine	& hi hira hand on he weorpan & niman he
